                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    178,                0.98895,                0.76635,                 1.1522,                0.96953,                0.98504,                  0.995,                0.69179,                 1.0976,                0.60728,                 1.1934,              0.0064954,              0.0064954,              0.0064954
                    179,                 1.0183,                 0.8145,                  1.149,                0.99338,                0.98401,                  0.995,                0.73622,                 0.9722,                0.57152,                 1.1153,              0.0064756,              0.0064756,              0.0064756
                    180,                0.97347,                0.77937,                 1.1263,                0.99338,                0.98401,                  0.995,                0.73622,                 0.9722,                0.57152,                 1.1153,              0.0064558,              0.0064558,              0.0064558
                    181,                 1.0083,                0.82469,                 1.1487,                0.99201,                0.98214,                0.99383,                0.73691,                0.98187,                 0.5774,                 1.1052,               0.006436,               0.006436,               0.006436
                    182,                 1.0117,                  0.738,                 1.1358,                0.99344,                0.98214,                0.99383,                 0.7239,                 1.0802,                0.57945,                 1.1362,              0.0064162,              0.0064162,              0.0064162
                    183,                 1.0438,                 0.8403,                 1.2084,                0.99262,                 0.9809,                0.99383,                0.73748,                0.97892,                0.56291,                 1.0917,              0.0063964,              0.0063964,              0.0063964
                    184,                0.98039,                0.75517,                 1.1575,                0.99262,                 0.9809,                0.99383,                0.73748,                0.97892,                0.56291,                 1.0917,              0.0063766,              0.0063766,              0.0063766
                    185,                 1.1143,                 0.8517,                 1.2488,                 0.9868,                0.99593,                  0.995,                0.74564,                0.95158,                0.57463,                 1.0932,              0.0063568,              0.0063568,              0.0063568
                    186,                 1.0354,                0.78128,                  1.208,                0.99094,                 0.9976,                  0.995,                 0.7483,                0.92814,                0.55608,                 1.0817,               0.006337,               0.006337,               0.006337
                    187,                 1.0116,                0.79452,                  1.159,                0.99411,                0.99783,                  0.995,                0.76847,                0.88117,                0.51701,                 1.0432,              0.0063172,              0.0063172,              0.0063172
                    188,                0.96341,                0.79457,                 1.1706,                0.99411,                0.99783,                  0.995,                0.76847,                0.88117,                0.51701,                 1.0432,              0.0062974,              0.0062974,              0.0062974
                    189,                0.91284,                0.69767,                 1.1327,                0.99007,                      1,                  0.995,                0.78128,                0.85749,                0.51348,                 1.0292,              0.0062776,              0.0062776,              0.0062776
                      0,                  2.168,                 3.7811,                 2.0117,                0.02246,                0.41284,                0.08319,                0.03117,                 2.0436,                 3.2626,                  1.729,                 0.0955,                 0.0005,                 0.0005
                      1,                  1.985,                 3.6269,                 1.8159,                0.85243,                0.05102,                0.22502,                0.09878,                 1.8099,                  3.121,                 1.6801,               0.090098,              0.0010978,              0.0010978
                      2,                 1.8869,                 3.2756,                  1.851,                0.86275,                0.23899,                 0.3884,                 0.1795,                 1.7029,                 2.8049,                 1.6824,               0.084693,              0.0016933,              0.0016933
                      3,                 1.7607,                 2.7666,                 1.7491,                0.77696,                0.40203,                0.49955,                0.22841,                 1.7465,                 2.3422,                 1.7735,               0.079286,              0.0022863,              0.0022863
                      4,                 1.8423,                 2.2265,                 1.8359,                0.77287,                  0.632,                0.65762,                0.30723,                 1.7367,                 2.1159,                 1.8863,               0.073877,               0.002877,               0.002877
                      5,                 1.7459,                 2.1949,                 1.7816,                0.45031,                0.78458,                0.73601,                0.34526,                 1.7026,                 1.9069,                  1.825,               0.068465,              0.0034654,              0.0034654
                      6,                 1.7341,                  1.981,                  1.787,                0.63588,                 0.8487,                0.75302,                0.35845,                 1.6889,                 1.7171,                 1.8036,               0.063051,              0.0040513,              0.0040513
                      7,                   1.82,                  1.867,                 1.8331,                0.65994,                0.75422,                 0.7042,                0.32491,                 1.7958,                 1.8383,                 1.8279,               0.057635,              0.0046349,              0.0046349
                      8,                 1.7046,                 1.7446,                 1.7751,                0.70649,                0.92639,                0.78391,                0.35944,                 1.7343,                 1.9289,                 1.8391,               0.052216,               0.005216,               0.005216
                      9,                 1.7398,                 1.6248,                 1.7513,                0.68872,                0.97707,                 0.8781,                0.42507,                 1.7092,                 2.0846,                 1.7927,               0.046795,              0.0057949,              0.0057949
                     10,                 1.6166,                 1.5269,                 1.6538,                0.75817,                0.91891,                0.88985,                0.39772,                  1.763,                 1.9826,                 1.8582,               0.041371,              0.0063713,              0.0063713
                     11,                 1.6773,                 1.5676,                  1.796,                0.75198,                0.87034,                0.89655,                0.38685,                 1.8414,                 1.8753,                 1.9175,               0.035945,              0.0069454,              0.0069454
                     12,                 1.6112,                 1.5067,                  1.656,                0.79452,                0.91038,                0.91762,                0.42016,                 1.7777,                 1.6096,                 1.8347,               0.030517,               0.007517,               0.007517
                     13,                  1.598,                 1.6473,                 1.6946,                0.86933,                0.94048,                0.94595,                0.45669,                  1.707,                 1.3503,                 1.7885,               0.025086,              0.0080864,              0.0080864
                     14,                  1.689,                 1.5897,                 1.7003,                0.79888,                0.88331,                0.90894,                0.34577,                 2.0654,                 1.8361,                 2.1903,               0.019653,              0.0086533,              0.0086533
                     15,                 1.6811,                 1.5683,                 1.7329,                0.86424,                0.70298,                0.86467,                0.42349,                 1.7469,                 1.5258,                 1.7809,               0.014218,              0.0092178,              0.0092178
                     16,                 1.7028,                 1.6189,                 1.6798,                0.76398,                0.43879,                0.56981,                0.19175,                  1.988,                  2.275,                  1.939,              0.0096832,              0.0096832,              0.0096832
                     17,                 1.7098,                 1.5993,                    1.7,                0.80402,                0.80916,                0.86646,                0.41338,                 1.7158,                 1.4195,                 1.7709,              0.0096832,              0.0096832,              0.0096832
                     18,                 1.5951,                 1.5525,                 1.6601,                0.83202,                0.94145,                 0.9362,                0.44356,                 1.6979,                 1.3326,                 1.8231,              0.0096634,              0.0096634,              0.0096634
                     19,                 1.5683,                 1.4105,                 1.5962,                0.94606,                0.91148,                0.98466,                0.51994,                 1.6557,                 1.1375,                 1.7539,              0.0096436,              0.0096436,              0.0096436
                     20,                 1.5231,                 1.3365,                 1.5517,                0.96092,                0.96667,                0.98254,                0.48865,                 1.6937,                 1.2768,                 1.7677,              0.0096238,              0.0096238,              0.0096238
                     21,                 1.5773,                 1.4021,                 1.5834,                0.93154,                0.96963,                0.96283,                0.49975,                  1.648,                 1.1195,                 1.7043,               0.009604,               0.009604,               0.009604
                     22,                 1.5533,                 1.3267,                 1.6044,                 0.9523,                0.93546,                0.97376,                0.49022,                 1.6769,                 1.3422,                  1.778,              0.0095842,              0.0095842,              0.0095842
                     23,                 1.5222,                  1.427,                 1.6173,                0.87762,                0.96914,                0.96204,                0.41478,                 1.8808,                 1.1594,                 2.0188,              0.0095644,              0.0095644,              0.0095644
                     24,                 1.5469,                 1.4036,                 1.6016,                0.92891,                0.92208,                0.95947,                0.46236,                 1.7486,                 1.1445,                 1.8442,              0.0095446,              0.0095446,              0.0095446
                     25,                 1.5229,                 1.4088,                  1.571,                0.90399,                0.94836,                0.98297,                 0.4856,                 1.7287,                 1.1275,                 1.8093,              0.0095248,              0.0095248,              0.0095248
                     26,                 1.5309,                 1.5086,                  1.589,                 0.8654,                0.84037,                0.87818,                0.38405,                 2.0065,                 1.3696,                 2.0983,               0.009505,               0.009505,               0.009505
                     27,                 1.5128,                 1.2617,                 1.5522,                0.89481,                0.72295,                0.85441,                0.39551,                 1.7611,                 1.4868,                 1.7974,              0.0094852,              0.0094852,              0.0094852
                     28,                 1.5697,                 1.2829,                 1.5691,                0.88226,                0.92729,                0.94456,                0.49477,                  1.582,                 1.0922,                 1.6888,              0.0094654,              0.0094654,              0.0094654
                     29,                 1.5201,                 1.3089,                 1.5684,                0.92015,                0.97772,                0.98086,                 0.5116,                  1.609,                0.98448,                 1.6934,              0.0094456,              0.0094456,              0.0094456
                     30,                 1.5068,                 1.4484,                 1.5653,                0.89297,                0.79148,                0.89326,                0.39292,                 1.8139,                 1.5659,                 1.8179,              0.0094258,              0.0094258,              0.0094258
                     31,                 1.4512,                 1.2215,                 1.4869,                0.94957,                0.97017,                0.97504,                0.52582,                 1.5457,                0.98513,                 1.6458,               0.009406,               0.009406,               0.009406
                     32,                 1.5219,                 1.3499,                 1.5916,                0.87545,                0.94233,                0.96145,                0.50774,                 1.5905,                 1.0922,                 1.6688,              0.0093862,              0.0093862,              0.0093862
                     33,                 1.5529,                 1.3068,                  1.571,                0.85292,                0.85683,                  0.923,                0.42531,                 1.7263,                 1.1718,                 1.7967,              0.0093664,              0.0093664,              0.0093664
                     34,                 1.4923,                 1.1647,                 1.5353,                0.89302,                0.77999,                0.92296,                0.41837,                  1.831,                 1.2758,                 1.9434,              0.0093466,              0.0093466,              0.0093466
                     35,                 1.5562,                 1.3399,                 1.6204,                 0.9014,                0.85278,                0.93425,                0.45802,                 1.6989,                  1.136,                 1.7473,              0.0093268,              0.0093268,              0.0093268
                     36,                 1.4315,                 1.1787,                 1.5093,                0.87372,                0.90772,                0.93232,                0.42346,                 1.7493,                 1.0684,                  1.844,               0.009307,               0.009307,               0.009307
                     37,                 1.4736,                 1.2035,                 1.5631,                0.76777,                0.84311,                0.91371,                0.43533,                 1.7034,                 1.2315,                 1.7989,              0.0092872,              0.0092872,              0.0092872
                     38,                 1.4803,                  1.178,                 1.4941,                0.87697,                0.88602,                0.93586,                0.48581,                 1.6419,                 1.1103,                  1.736,              0.0092674,              0.0092674,              0.0092674
                     39,                 1.4577,                 1.2122,                 1.5442,                0.89038,                0.84872,                0.93956,                0.46513,                 1.6927,                 1.1925,                 1.7829,              0.0092476,              0.0092476,              0.0092476
                     40,                 1.4853,                 1.1788,                 1.5588,                0.89574,                0.79386,                0.90688,                 0.4314,                 1.7576,                 1.2156,                 1.8237,              0.0092278,              0.0092278,              0.0092278
                     41,                 1.5171,                 1.1691,                 1.5949,                0.95034,                0.92367,                0.96614,                 0.4874,                 1.7151,                  1.051,                 1.7528,               0.009208,               0.009208,               0.009208
                     42,                 1.5154,                 1.3063,                   1.67,                0.95644,                0.94892,                0.98007,                0.55114,                 1.5149,                0.91076,                 1.6095,              0.0091882,              0.0091882,              0.0091882
                     43,                 1.4386,                 1.2527,                 1.4741,                0.84008,                0.86851,                0.89121,                0.35567,                 2.0141,                 1.1041,                 2.0393,              0.0091684,              0.0091684,              0.0091684
                     44,                  1.454,                 1.1226,                 1.5465,                0.94963,                0.97132,                0.98378,                0.58347,                 1.3691,                0.88069,                 1.5079,              0.0091486,              0.0091486,              0.0091486
                     45,                 1.5038,                 1.2946,                 1.6908,                0.94194,                0.94778,                0.96927,                0.54976,                 1.4658,                0.91092,                 1.6009,              0.0091288,              0.0091288,              0.0091288
                     46,                 1.3956,                 1.1113,                 1.5065,                0.94691,                0.96646,                0.97113,                0.53371,                 1.5228,                0.85738,                 1.6536,               0.009109,               0.009109,               0.009109
                     47,                 1.3767,                 1.1943,                  1.533,                0.98489,                0.99684,                0.99121,                0.58878,                 1.4292,                0.77985,                 1.5328,              0.0090892,              0.0090892,              0.0090892
                     48,                 1.4378,                 1.1703,                 1.5193,                0.96771,                0.98925,                0.98199,                0.58545,                 1.4103,                0.76689,                 1.5369,              0.0090694,              0.0090694,              0.0090694
                     49,                 1.4267,                 1.0981,                 1.5331,                0.97613,                0.99638,                0.99168,                0.60769,                 1.3464,                0.81057,                  1.494,              0.0090496,              0.0090496,              0.0090496
                     50,                 1.3833,                 1.1021,                 1.4916,                0.95572,                0.99104,                0.98891,                0.61013,                 1.3559,                0.79936,                 1.5003,              0.0090298,              0.0090298,              0.0090298
                     51,                   1.36,                 1.0586,                 1.4847,                0.96543,                0.97518,                0.97881,                0.54745,                 1.5215,                0.96924,                 1.6105,                0.00901,                0.00901,                0.00901
